x,y,T
0.733333,0.466667,64.7222
0.8,0.466667,64.5739
0.866667,0.466667,64.4666
0.933333,0.466667,64.402
1,0.466667,64.3805
-1,0.533333,62.6622
-0.933333,0.533333,62.6797
-0.866667,0.533333,62.7319
-0.8,0.533333,62.8175
-0.733333,0.533333,62.9336
-0.666667,0.533333,63.0743
-0.6,0.533333,63.2303
-0.533333,0.533333,63.3884
-0.466667,0.533333,63.5351
-0.4,0.533333,63.662
-0.333333,0.533333,63.7658
-0.266667,0.533333,63.8467
-0.2,0.533333,63.9066
-0.133333,0.533333,63.9476
-0.0666667,0.533333,63.9714
-1.38778e-17,0.533333,63.9792
0.0666667,0.533333,63.9714
0.133333,0.533333,63.9476
0.2,0.533333,63.9066
0.266667,0.533333,63.8467
0.333333,0.533333,63.7658
0.4,0.533333,63.662
0.466667,0.533333,63.5351
0.533333,0.533333,63.3884
0.6,0.533333,63.2303
0.666667,0.533333,63.0743
0.733333,0.533333,62.9336
0.8,0.533333,62.8175
0.866667,0.533333,62.7319
0.933333,0.533333,62.6797
1,0.533333,62.6622
-1,0.6,60.9088
-0.933333,0.6,60.9227
-0.866667,0.6,60.9638
-0.8,0.6,61.0306
-0.733333,0.6,61.1202
-0.666667,0.6,61.2275
-0.6,0.6,61.3456
-0.533333,0.6,61.4659
-0.466667,0.6,61.5798
-0.4,0.6,61.6812
-0.333333,0.6,61.7667
-0.266667,0.6,61.8352
-0.2,0.6,61.8871
-0.133333,0.6,61.9232
-0.0666667,0.6,61.9444
-1.38778e-17,0.6,61.9514
0.0666667,0.6,61.9444
0.133333,0.6,61.9232
0.2,0.6,61.8871
0.266667,0.6,61.8352
0.333333,0.6,61.7667
0.4,0.6,61.6812
0.466667,0.6,61.5798
0.533333,0.6,61.4659
0.6,0.6,61.3456
0.666667,0.6,61.2275
0.733333,0.6,61.1202
0.8,0.6,61.0306
0.866667,0.6,60.9638
0.933333,0.6,60.9227
1,0.6,60.9088
-1,0.666667,59.1277
-0.933333,0.666667,59.1384
-0.866667,0.666667,59.17
-0.8,0.666667,59.2211
-0.733333,0.666667,59.289
-0.666667,0.666667,59.3699
-0.6,0.666667,59.4588
-0.533333,0.666667,59.5498
-0.466667,0.666667,59.6371
-0.4,0.666667,59.7164
-0.333333,0.666667,59.7846
-0.266667,0.666667,59.8404
-0.2,0.666667,59.8834
-0.133333,0.666667,59.9137
-0.0666667,0.666667,59.9317
-1.38778e-17,0.666667,59.9376
0.0666667,0.666667,59.9317
0.133333,0.666667,59.9137
0.2,0.666667,59.8834
0.266667,0.666667,59.8404
0.333333,0.666667,59.7846
0.4,0.666667,59.7164
0.466667,0.666667,59.6371
0.533333,0.666667,59.5498
0.6,0.666667,59.4588
0.666667,0.666667,59.3699
0.733333,0.666667,59.289
0.8,0.666667,59.2211
0.866667,0.666667,59.17
0.933333,0.666667,59.1384
1,0.666667,59.1277
-1,0.733333,57.3253
-0.933333,0.733333,57.3332
-0.866667,0.733333,57.3567
-0.8,0.733333,57.3946
-0.733333,0.733333,57.4448
-0.666667,0.733333,57.5044
-0.6,0.733333,57.5699
-0.533333,0.733333,57.6372
-0.466667,0.733333,57.7025
-0.4,0.733333,57.7625
-0.333333,0.733333,57.8149
-0.266667,0.733333,57.8584
-0.2,0.733333,57.8924
-0.133333,0.733333,57.9165
-0.0666667,0.733333,57.9309
-1.38778e-17,0.733333,57.9357
0.0666667,0.733333,57.9309
0.133333,0.733333,57.9165
0.2,0.733333,57.8924
0.266667,0.733333,57.8584
0.333333,0.733333,57.8149
0.4,0.733333,57.7625
0.466667,0.733333,57.7025
0.533333,0.733333,57.6372
0.6,0.733333,57.5699
0.666667,0.733333,57.5044
0.733333,0.733333,57.4448
0.8,0.733333,57.3946
0.866667,0.733333,57.3567
0.933333,0.733333,57.3332
1,0.733333,57.3253
-1,0.8,55.5069
-0.933333,0.8,55.5125
-0.866667,0.8,55.5291
-0.8,0.8,55.5558
-0.733333,0.8,55.5912
-0.666667,0.8,55.6331
